Price,Open,High,Low,Close,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2013-01-01,0.2898226370816583,0.30435991018920033,0.288668885684355,0.29466837644577026,1913424000
2013-01-08,0.295360676729257,0.2962836944889875,0.2782851370041179,0.2815156579017639,2486668000
2013-01-15,0.2801310639079124,0.28382307886264846,0.2748238027258291,0.28082332015037537,1691088000
2013-01-22,0.2805925569881134,0.2928223530038805,0.27690056956613757,0.290976345539093,1943424000
2013-01-29,0.2898225058684157,0.290514734387318,0.28036173769072303,0.2805924713611603,1947568000
2013-02-05,0.28197709665910525,0.29166862990704717,0.2785158426441551,0.2886688709259033,2053524000
2013-02-12,0.2861304883329054,0.29512976154473625,0.27805423231355453,0.2937452495098114,2750156000
2013-02-19,0.2939762235427936,0.29536070907258605,0.2829001742587932,0.2838231921195984,2741564000
2013-02-26,0.282669369906042,0.2965143867956751,0.2817463522755045,0.29213014245033264,2298952000
2013-03-05,0.2955474187778865,0.30181589139260423,0.2922970801683768,0.2948509156703949,1570132000
2013-03-12,0.29438658654377237,0.3008872360213609,0.2892789432672217,0.29136842489242554,1834088000
2013-03-19,0.291600702443119,0.29392236179510106,0.28602870339254444,0.2881182134151459,1629652000
2013-03-26,0.2888146890796504,0.2981013541639413,0.28602870339254444,0.2881182134151459,1279588000
2013-04-02,0.2883502672621173,0.289511096553719,0.27952795911067396,0.288582444190979,1897368000
2013-04-09,0.288814675132056,0.3071557997327924,0.28556436326679197,0.2976369857788086,2935460000
2013-04-16,0.3004228975291172,0.30297670522450987,0.287189422190889,0.2922970652580261,1952936000
2013-04-23,0.2948508996253476,0.3162101794855537,0.2943865734710718,0.31504935026168823,1880772000
2013-04-30,0.3157458418783418,0.32433597228808925,0.3136563327453649,0.321085661649704,1452488000
2013-05-07,0.32108574052342415,0.33896253645497504,0.3138885867580186,0.33060455322265625,2499848000
2013-05-14,0.33455126135316665,0.3475525583135023,0.3313009509512571,0.34453439712524414,1624176000
2013-05-21,0.3447666277699219,0.3477847894287601,0.32944367022588356,0.3375694751739502,1515376000
2013-05-28,0.3418510047001085,0.34488449744551597,0.3301837184907863,0.3371841013431549,1920832000
2013-06-04,0.3392841108396725,0.345351094794674,0.32948359401744987,0.3369506597518921,1667972000
2013-06-11,0.33251715009527444,0.3411509430379689,0.325983480226588,0.33811745047569275,1336528000
2013-06-18,0.3397508308168572,0.36121860530993083,0.32458339716936574,0.32948362827301025,3570056000
