Price,Open,High,Low,Close,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2013-01-01,22.062552708460018,22.45117711949215,21.56867488761326,21.60915756225586,190825200
2013-01-08,21.65773922507594,21.924918750007553,21.277211278735887,21.771087646484375,269018800
2013-01-15,21.72251040519908,22.240676392545044,21.72251040519908,22.062557220458984,193175500
2013-01-22,22.103040144340216,22.85600112067767,21.8601502042182,22.5969181060791,348681800
2013-01-29,22.524051310275325,22.823617017649813,22.184004460076245,22.21639060974121,249459000
2013-02-05,22.362120499576797,22.60501039404051,21.94110990786716,22.556432723999023,180894500
2013-02-12,22.572627804221746,22.79932620719264,22.4673759118553,22.677881240844727,160020600
2013-02-19,22.572628237116188,22.83171279301869,22.0463656766783,22.15971565246582,211407800
2013-02-26,22.351349792961567,22.979930877685547,22.31053348649057,22.979930877685547,195165400
2013-03-05,23.094216442840075,23.29830106369073,22.588085898031938,22.751354217529297,196372700
2013-03-12,22.726861627229606,23.086050966260736,22.563593321204014,22.939109802246094,261783100
2013-03-19,22.955437786958086,23.257482140039023,22.824822203117495,22.98809051513672,194457500
2013-03-26,23.05338862426552,23.396250701443297,22.922774647916025,23.35543441772461,148526600
2013-04-02,23.339113235473633,23.632995535753167,22.94727120646213,23.339113235473633,194469300
2013-04-09,23.453404301394826,24.75138261716547,23.273810395222053,23.420751571655273,398992900
2013-04-16,23.592174418059674,25.45342613372223,23.265639439094734,25.167707443237305,400239300
2013-04-23,25.061597138516294,26.8085613485232,24.80036746301032,26.620803833007812,367689400
2013-04-30,26.579984184944813,27.68203997666456,26.351407274434827,27.55142593383789,263318500
2013-05-07,27.469787505354457,27.584074379355464,26.384055974177347,26.963655471801758,213514300
2013-05-14,26.82488131398095,28.653477653697987,26.775899887099893,28.63715362548828,277244400
2013-05-21,28.85440878940531,28.99416112400012,27.867935741090285,28.17209815979004,199027000
2013-05-28,28.295383780788868,29.290081579429952,28.287164537325893,29.257198333740234,245173600
2013-06-04,29.281876877837693,29.413406804083717,28.303623247377953,29.1585693359375,225924900
2013-06-11,28.813298325736003,28.994153131502806,28.15564876283918,28.77219581604004,225326200
2013-06-18,28.747531848578824,28.911941869697355,26.77458023595505,27.719953536987305,255373900
2013-06-25,28.01589623380973,28.763973109634577,27.50621513992284,28.24607276916504,218333300
2013-07-02,28.287177952689248,28.43514949255046,27.604867528591782,28.22141456604004,112107200
2013-07-09,28.42693382299605,29.775116346150885,28.065224175179335,29.734010696411133,178259400
2013-07-16,29.602481304793233,29.947749326128317,25.500389514778774,26.31422996520996,450679900
2013-07-23,26.232024533544482,26.46220112028846,25.65657993076374,25.9278621673584,249330800
2013-07-30,26.12515406992569,26.404653955025207,25.9360784507663,26.059389114379883,192439700
2013-08-06,25.936084985557468,27.185621023718014,25.689466732113427,27.021207809448242,185738900
2013-08-13,26.725255655935886,27.424010797419694,25.35241252107646,25.804546356201172,182090500
2013-08-20,26.027774171493235,29.140510659397773,25.96982454623847,28.271263122558594,389839200
2013-08-27,27.749719057615092,28.229873645565423,27.153662037245212,27.65037727355957,190854600
2013-09-03,26.284408921933533,26.54932239700924,25.622125234244265,26.209901809692383,493535900
2013-09-10,26.40858647490149,27.733155407164862,26.317523456245763,27.153656005859375,222567600
2013-09-17,27.666919656594434,27.88216378010596,26.90529437774939,27.103981018066406,333574000
2013-09-24,27.21160670294515,27.940120354964012,26.615552949491356,27.551027297973633,193284000
2013-10-01,27.60897522084483,28.171917122936172,27.484798810629673,27.567583084106445,190446700
2013-10-08,27.575864343063508,28.561011126181658,27.15365632314308,28.51961898803711,177562500
2013-10-15,28.701748603176615,29.140514164620374,28.420280765520996,28.966665267944336,182813800
2013-10-22,28.991495665231714,30.042872372393788,27.79110473765186,29.446815490722656,304126300
2013-10-29,29.496483500783334,29.786231575656412,29.190174783897888,29.753116607666016,178707500
2013-11-05,29.628953454054848,31.640642867120945,29.612395962661143,31.11909294128418,264678400
2013-11-12,30.945238833673038,31.59096509974059,30.547868580860847,30.79622459411621,226671700
2013-11-19,30.50648510056686,31.41712837937169,30.357470803271873,31.160491943359375,158198400
2013-11-26,31.33840256099668,32.3477035648736,31.15489213048542,32.07244110107422,125508200
2013-12-03,31.81386208136718,32.514534588719435,31.013094410669705,32.2893180847168,287141700
2013-12-10,32.2058995807442,32.4477990942421,30.47924324171772,30.771188735961914,185495100
2013-12-17,30.812895332751072,30.954699705330324,29.63676703462788,30.54597282409668,230817700
2013-12-24,30.629400382958572,31.380119046442346,30.562668138043442,31.104856491088867,62709300
2013-12-31,31.196603035403104,31.34674736261482,30.120569751041696,30.137252807617188,122874200
2014-01-07,30.304087961319375,30.437549266174845,29.052887035061136,29.17800521850586,218741500
2014-01-14,28.969466893818915,30.862951027907794,28.886054785449595,30.345788955688477,170722100
2014-01-21,30.712816867176535,31.32173436961146,29.628443189114765,30.053850173950195,218241900
2014-01-28,30.128910555682005,31.688742979733235,29.82028195507002,30.42919921875,281213100
2014-02-04,30.837933271900248,31.02144057788867,29.7702396479318,30.696128845214844,205891600
2014-02-11,30.762856353162675,31.58030711972585,30.74617329482857,31.38011360168457,128236200
2014-02-18,31.38845536715783,31.989029531425757,31.038117521197652,31.438501358032227,160216900
2014-02-25,31.607013417070263,32.321342391812166,31.254048564191923,31.7498779296875,176614200
2014-03-04,32.102843498432364,32.33815126837985,31.674243539367517,31.78349494934082,116502900
2014-03-11,31.82552304829085,32.312950092465925,31.522982566503405,31.97679328918457,135555400
2014-03-18,32.15326433198492,34.4055058898111,32.11965122660277,34.035736083984375,285751100
2014-03-25,34.17021420860653,34.87614104719252,33.060901063089894,34.44754409790039,210898800
2014-04-01,34.5819904668016,35.01058722109951,33.31300194812239,33.44746398925781,180380500
2014-04-08,33.4054587947465,34.19542320711494,32.69112951165595,32.92643737792969,175614900
2014-04-15,33.06089631660165,33.96851457543329,32.81718278933217,33.565128326416016,123494100
2014-04-22,33.58192995282226,34.69964840504713,33.027273567625315,34.346683502197266,201528100
2014-04-29,34.539983613673016,34.6156187453281,33.02728418640072,33.13653564453125,159759800
2014-05-06,33.0188787989194,33.63236227681981,32.36337331371192,33.5903434753418,153407500
2014-05-13,33.54832110762502,34.03574817585495,33.00207028262106,33.40545654296875,138021200
2014-05-20,33.58187941889386,34.16583734488009,33.39568853157428,33.95425796508789,81941400
2014-05-27,34.07274690841464,34.775192102206944,33.69190655157801,34.521297454833984,124832200
2014-06-03,34.360493900134486,35.257591734862636,33.73422067255363,34.927528381347656,112222800
2014-06-10,34.724410627516974,35.21527639269991,34.09813740184034,35.1221809387207,113491900
2014-06-17,34.94444622334071,35.54533080255722,34.14044404759394,35.536869049072266,135952600
2014-06-24,35.40145740459611,35.79076262291485,35.06292916265703,35.29143524169922,175595700
2014-07-01,35.42684688309984,35.67227970394422,35.147560591426306,35.536869049072266,85046800
2014-07-08,35.435327411662385,35.92619331343186,34.741347034189005,35.66383361816406,117482900
2014-07-15,35.82462720356096,38.68517849850386,35.57072932913967,37.948883056640625,255258900
2014-07-22,38.08429543749379,38.465139037557876,37.17873578203349,37.212589263916016,182605900
